latitude,longitude,display_name,nominatim_latitude,nominatim_longitude,boundingbox,full_response
40.70401666318609,-74.01148162274158,"Goldman Sachs Building, 85, Broad Street, Whitehall, Financial District, Manhattan, New York County, City of New York, 10004, United States",40.7039838,-74.01111879577968,40.7037078|40.7042800|-74.0114555|-74.0107240,"{""place_id"": 3962160, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 278053613, ""lat"": ""40.7039838"", ""lon"": ""-74.01111879577968"", ""class"": ""building"", ""type"": ""office"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""building"", ""name"": ""Goldman Sachs Building"", ""display_name"": ""Goldman Sachs Building, 85, Broad Street, Whitehall, Financial District, Manhattan, New York County, City of New York, 10004, United States"", ""address"": {""building"": ""Goldman Sachs Building"", ""house_number"": ""85"", ""road"": ""Broad Street"", ""neighbourhood"": ""Whitehall"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10004"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7037078"", ""40.7042800"", ""-74.0114555"", ""-74.0107240""]}"
40.74380237086858,-73.97732719120748,"247, East 32nd Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, 10016, United States",40.743872350000004,-73.97727035,40.7437995|40.7439452|-73.9773421|-73.9771986,"{""place_id"": 5112037, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 265268184, ""lat"": ""40.743872350000004"", ""lon"": ""-73.97727035"", ""class"": ""building"", ""type"": ""yes"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""building"", ""name"": """", ""display_name"": ""247, East 32nd Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, 10016, United States"", ""address"": {""house_number"": ""247"", ""road"": ""East 32nd Street"", ""neighbourhood"": ""Manhattan Community Board 6"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10016"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7437995"", ""40.7439452"", ""-73.9773421"", ""-73.9771986""]}"
40.74880166643175,-73.97740234513958,"133, East 38th Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, 10016, United States",40.74886825,-73.97731898010522,40.7487910|40.7489455|-73.9773972|-73.9772408,"{""place_id"": 5113766, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 265857320, ""lat"": ""40.74886825"", ""lon"": ""-73.97731898010522"", ""class"": ""building"", ""type"": ""yes"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""building"", ""name"": """", ""display_name"": ""133, East 38th Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, 10016, United States"", ""address"": {""house_number"": ""133"", ""road"": ""East 38th Street"", ""neighbourhood"": ""Manhattan Community Board 6"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10016"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7487910"", ""40.7489455"", ""-73.9773972"", ""-73.9772408""]}"
40.730435585277405,-73.99855341584845,"New York University, West Washington Place, Greenwich Village, Manhattan, New York County, City of New York, 10011, United States",40.729205300000004,-73.99501481290962,40.7258656|40.7323333|-74.0003257|-73.9914629,"{""place_id"": 5103329, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 108156090, ""lat"": ""40.729205300000004"", ""lon"": ""-73.99501481290962"", ""class"": ""amenity"", ""type"": ""university"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""amenity"", ""name"": ""New York University"", ""display_name"": ""New York University, West Washington Place, Greenwich Village, Manhattan, New York County, City of New York, 10011, United States"", ""address"": {""amenity"": ""New York University"", ""road"": ""West Washington Place"", ""neighbourhood"": ""Greenwich Village"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10011"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7258656"", ""40.7323333"", ""-74.0003257"", ""-73.9914629""]}"
40.72284529248569,-73.99881181487643,"524, Broadway, SoHo, Manhattan, New York County, City of New York, 10012, United States",40.7228403,-73.9987743,40.7227903|40.7228903|-73.9988243|-73.9987243,"{""place_id"": 5101017, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 2547241678, ""lat"": ""40.7228403"", ""lon"": ""-73.9987743"", ""class"": ""place"", ""type"": ""house"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""place"", ""name"": """", ""display_name"": ""524, Broadway, SoHo, Manhattan, New York County, City of New York, 10012, United States"", ""address"": {""house_number"": ""524"", ""road"": ""Broadway"", ""neighbourhood"": ""SoHo"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10012"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7227903"", ""40.7228903"", ""-73.9988243"", ""-73.9987243""]}"
40.72876803173207,-73.99018243731899,"The Cooper Union, Taras Shevchenko Place, Manhattan Community Board 3, Manhattan, New York County, City of New York, 10003, United States",40.7298362,-73.99026621202665,40.7282004|40.7304687|-73.9908514|-73.9884911,"{""place_id"": 5104577, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""relation"", ""osm_id"": 15633680, ""lat"": ""40.7298362"", ""lon"": ""-73.99026621202665"", ""class"": ""amenity"", ""type"": ""college"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""amenity"", ""name"": ""The Cooper Union"", ""display_name"": ""The Cooper Union, Taras Shevchenko Place, Manhattan Community Board 3, Manhattan, New York County, City of New York, 10003, United States"", ""address"": {""amenity"": ""The Cooper Union"", ""road"": ""Taras Shevchenko Place"", ""neighbourhood"": ""Manhattan Community Board 3"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10003"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7282004"", ""40.7304687"", ""-73.9908514"", ""-73.9884911""]}"
40.763319333422544,-73.98485827293652,"260, West 52nd Street, Clinton, Theater District, Manhattan, New York County, City of New York, 10019, United States",40.7633132,-73.9849048,40.7632632|40.7633632|-73.9849548|-73.9848548,"{""place_id"": 5119789, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 2717355364, ""lat"": ""40.7633132"", ""lon"": ""-73.9849048"", ""class"": ""place"", ""type"": ""house"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""place"", ""name"": """", ""display_name"": ""260, West 52nd Street, Clinton, Theater District, Manhattan, New York County, City of New York, 10019, United States"", ""address"": {""house_number"": ""260"", ""road"": ""West 52nd Street"", ""neighbourhood"": ""Clinton"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10019"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7632632"", ""40.7633632"", ""-73.9849548"", ""-73.9848548""]}"
40.76262782368081,-73.98194768031044,"Sheraton New York Times Square Hotel, West 53rd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, 10019, United States",40.7623787,-73.98145115685841,40.7619528|40.7628158|-73.9820486|-73.9808353,"{""place_id"": 5122706, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 266170799, ""lat"": ""40.7623787"", ""lon"": ""-73.98145115685841"", ""class"": ""tourism"", ""type"": ""hotel"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""tourism"", ""name"": ""Sheraton New York Times Square Hotel"", ""display_name"": ""Sheraton New York Times Square Hotel, West 53rd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, 10019, United States"", ""address"": {""tourism"": ""Sheraton New York Times Square Hotel"", ""road"": ""West 53rd Street"", ""neighbourhood"": ""Manhattan Community Board 5"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10019"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7619528"", ""40.7628158"", ""-73.9820486"", ""-73.9808353""]}"
40.71462457011096,-74.00916731503095,"Tribeca, Manhattan, New York County, City of New York, 10007, United States",40.714384100000004,-74.00860117346681,40.7139006|40.7148669|-74.0099885|-74.0085339,"{""place_id"": 3958226, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""relation"", ""osm_id"": 18300409, ""lat"": ""40.714384100000004"", ""lon"": ""-74.00860117346681"", ""class"": ""highway"", ""type"": ""pedestrian"", ""place_rank"": 26, ""importance"": 0.0533433333333333, ""addresstype"": ""road"", ""name"": """", ""display_name"": ""Tribeca, Manhattan, New York County, City of New York, 10007, United States"", ""address"": {""neighbourhood"": ""Tribeca"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10007"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7139006"", ""40.7148669"", ""-74.0099885"", ""-74.0085339""]}"
40.760409634244425,-73.9693674560919,"Lexington Avenue, Sutton, Manhattan Community Board 6, Manhattan, New York County, City of New York, 10037, United States",40.7604155,-73.9693591,40.7603655|40.7604655|-73.9694091|-73.9693091,"{""place_id"": 5124839, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 11717251414, ""lat"": ""40.7604155"", ""lon"": ""-73.9693591"", ""class"": ""amenity"", ""type"": ""bicycle_parking"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""amenity"", ""name"": """", ""display_name"": ""Lexington Avenue, Sutton, Manhattan Community Board 6, Manhattan, New York County, City of New York, 10037, United States"", ""address"": {""road"": ""Lexington Avenue"", ""neighbourhood"": ""Sutton"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10037"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7603655"", ""40.7604655"", ""-73.9694091"", ""-73.9693091""]}"
40.718753838660014,-74.00914938660016,"6, Harrison Street, Tribeca, Manhattan, New York County, City of New York, 10013, United States",40.7187623,-74.0090894,40.7187123|40.7188123|-74.0091394|-74.0090394,"{""place_id"": 3955809, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 2565698842, ""lat"": ""40.7187623"", ""lon"": ""-74.0090894"", ""class"": ""place"", ""type"": ""house"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""place"", ""name"": """", ""display_name"": ""6, Harrison Street, Tribeca, Manhattan, New York County, City of New York, 10013, United States"", ""address"": {""house_number"": ""6"", ""road"": ""Harrison Street"", ""neighbourhood"": ""Tribeca"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10013"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7187123"", ""40.7188123"", ""-74.0091394"", ""-74.0090394""]}"
40.71159213470301,-74.0123127908084,"National September 11 Memorial & Museum, 180, Greenwich Street, Whitehall, Financial District, Manhattan, New York County, City of New York, 10007, United States",40.711367499999994,-74.01327039290445,40.7102720|40.7128376|-74.0142705|-74.0120699,"{""place_id"": 3958426, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 129835611, ""lat"": ""40.711367499999994"", ""lon"": ""-74.01327039290445"", ""class"": ""historic"", ""type"": ""memorial"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""historic"", ""name"": ""National September 11 Memorial & Museum"", ""display_name"": ""National September 11 Memorial & Museum, 180, Greenwich Street, Whitehall, Financial District, Manhattan, New York County, City of New York, 10007, United States"", ""address"": {""historic"": ""National September 11 Memorial & Museum"", ""house_number"": ""180"", ""road"": ""Greenwich Street"", ""neighbourhood"": ""Whitehall"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10007"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7102720"", ""40.7128376"", ""-74.0142705"", ""-74.0120699""]}"
40.71532465436868,-74.00861267637484,"Tribeca, Manhattan, New York County, City of New York, 10007, United States",40.71548895,-74.00782816776174,40.7150343|40.7159407|-74.0091024|-74.0076887,"{""place_id"": 3959848, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""relation"", ""osm_id"": 18304399, ""lat"": ""40.71548895"", ""lon"": ""-74.00782816776174"", ""class"": ""highway"", ""type"": ""pedestrian"", ""place_rank"": 26, ""importance"": 0.0533433333333333, ""addresstype"": ""road"", ""name"": """", ""display_name"": ""Tribeca, Manhattan, New York County, City of New York, 10007, United States"", ""address"": {""neighbourhood"": ""Tribeca"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10007"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7150343"", ""40.7159407"", ""-74.0091024"", ""-74.0076887""]}"
40.72656318812986,-73.98456073364252,"111, East 7th Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, 10009, United States",40.7266382,-73.98449566734155,40.7265238|40.7267808|-73.9846371|-73.9842756,"{""place_id"": 5102861, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 248142624, ""lat"": ""40.7266382"", ""lon"": ""-73.98449566734155"", ""class"": ""building"", ""type"": ""apartments"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""building"", ""name"": """", ""display_name"": ""111, East 7th Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, 10009, United States"", ""address"": {""house_number"": ""111"", ""road"": ""East 7th Street"", ""neighbourhood"": ""Manhattan Community Board 3"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10009"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7265238"", ""40.7267808"", ""-73.9846371"", ""-73.9842756""]}"
40.7417916526436,-73.98539321326342,"350, Park Avenue South, Manhattan Community Board 5, Manhattan, New York County, City of New York, 10010, United States",40.7418158,-73.98551259999999,40.7417520|40.7418796|-73.9856243|-73.9854009,"{""place_id"": 5108609, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 264768923, ""lat"": ""40.7418158"", ""lon"": ""-73.98551259999999"", ""class"": ""building"", ""type"": ""yes"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""building"", ""name"": """", ""display_name"": ""350, Park Avenue South, Manhattan Community Board 5, Manhattan, New York County, City of New York, 10010, United States"", ""address"": {""house_number"": ""350"", ""road"": ""Park Avenue South"", ""neighbourhood"": ""Manhattan Community Board 5"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10010"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7417520"", ""40.7418796"", ""-73.9856243"", ""-73.9854009""]}"
40.743836228173755,-73.99603897137135,"216, 7th Avenue, Manhattan Community Board 4, Manhattan, New York County, City of New York, 10011, United States",40.74383295,-73.99622997467705,40.7437479|40.7439183|-73.9963816|-73.9960616,"{""place_id"": 5116230, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 264650590, ""lat"": ""40.74383295"", ""lon"": ""-73.99622997467705"", ""class"": ""building"", ""type"": ""yes"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""building"", ""name"": """", ""display_name"": ""216, 7th Avenue, Manhattan Community Board 4, Manhattan, New York County, City of New York, 10011, United States"", ""address"": {""house_number"": ""216"", ""road"": ""7th Avenue"", ""neighbourhood"": ""Manhattan Community Board 4"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10011"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7437479"", ""40.7439183"", ""-73.9963816"", ""-73.9960616""]}"
